a.word,a.wordcount,d.word,d.wordcount
dismayed,1,NULL,NULL
NULL,NULL,dismiss,1
dismissed,1,NULL,NULL
dismissing,1,NULL,NULL
dismounted,1,NULL,NULL
disobedient,1,NULL,NULL
disobeyed,1,NULL,NULL
NULL,NULL,disobeying,1
NULL,NULL,disorder,1
NULL,NULL,disordered,1
disparagement,1,NULL,NULL
NULL,NULL,dispatch,1
NULL,NULL,dispatched,1
NULL,NULL,dispelled,2
dispensed,2,NULL,NULL
NULL,NULL,dispirited,1
NULL,NULL,display,1
NULL,NULL,displeased,1
displeasure,1,NULL,NULL
NULL,NULL,disposal,5
disposed,2,NULL,NULL
NULL,NULL,disraeli,1
disrespectful,1,NULL,NULL
NULL,NULL,dissatisfied,1
NULL,NULL,dissipated,1
NULL,NULL,dissolution,2
NULL,NULL,dissolved,1
NULL,NULL,distant,9
NULL,NULL,distills,1
NULL,NULL,distinction,1
NULL,NULL,distinctions,1
NULL,NULL,distinctly,4
NULL,NULL,distinguish,3
distinguished,1,NULL,NULL
NULL,NULL,distort,2
NULL,NULL,distorted,3
NULL,NULL,distraction,1
NULL,NULL,distressing,1
NULL,NULL,distribute,1
NULL,NULL,distributed,1
NULL,NULL,distribution,2
NULL,NULL,district,1
NULL,NULL,distrust,3
NULL,NULL,distrustful,1
NULL,NULL,disturbance,4
disturbedly,1,NULL,NULL
NULL,NULL,disturbs,2
NULL,NULL,disuse,2
NULL,NULL,dithering,1
NULL,NULL,dive,1
NULL,NULL,diver,1
NULL,NULL,divert,1
NULL,NULL,dividing,1
NULL,NULL,divination,1
NULL,NULL,division,1
NULL,NULL,doctors,7
NULL,NULL,doctrine,1
NULL,NULL,document,1
dodged,1,NULL,NULL
NULL,NULL,doer,1
NULL,NULL,dogged,2
NULL,NULL,doggedly,1
NULL,NULL,dogs,22
NULL,NULL,doin,1
doll,38,NULL,NULL
dolls,17,NULL,NULL
NULL,NULL,domed,1
NULL,NULL,dominance,2
NULL,NULL,dominant,1
NULL,NULL,domine,1
domineer,1,NULL,NULL
domineered,1,NULL,NULL
domineering,3,NULL,NULL
donald,10,NULL,NULL
NULL,NULL,donelson,2
NULL,NULL,donkeys,1
NULL,NULL,dooal,1
NULL,NULL,doolittle,2
NULL,NULL,doom,10
NULL,NULL,doomed,1
NULL,NULL,doorway,4
NULL,NULL,dos,1
NULL,NULL,dose,1
NULL,NULL,dots,2
NULL,NULL,double,10
NULL,NULL,doubly,1
NULL,NULL,doubted,3
doubtfully,2,NULL,NULL
NULL,NULL,doubtless,15
NULL,NULL,dough,1
doves,1,NULL,NULL
NULL,NULL,downcast,1
NULL,NULL,downhill,1
downtrodden,1,NULL,NULL
NULL,NULL,downward,4
NULL,NULL,downwards,3
downy,2,NULL,NULL
NULL,NULL,dowps,1
NULL,NULL,doze,3
NULL,NULL,dozed,1
NULL,NULL,dozing,2
NULL,NULL,dozzened,1
NULL,NULL,dph,1
NULL,NULL,dr,178
NULL,NULL,dracula,34
NULL,NULL,draculas,1
draggled,3,NULL,NULL
NULL,NULL,drain,1
NULL,NULL,drained,1
NULL,NULL,draining,1
dramatic,2,NULL,NULL
dramatically,1,NULL,NULL
drank,1,NULL,NULL
draped,1,NULL,NULL
draperies,4,NULL,NULL
NULL,NULL,draught,5
NULL,NULL,drawer,1
NULL,NULL,drawers,1
NULL,NULL,draweth,1
NULL,NULL,draws,1
NULL,NULL,dray,1
NULL,NULL,dreaded,8
NULL,NULL,dreadfully,2
NULL,NULL,dreads,3
NULL,NULL,dreaminess,1
NULL,NULL,dreamless,1
NULL,NULL,dreamt,1
NULL,NULL,dreamy,3
NULL,NULL,drenched,1
dressmaker,1,NULL,NULL
NULL,NULL,dried,2
NULL,NULL,drift,3
NULL,NULL,drifted,4
NULL,NULL,drink,12
NULL,NULL,drinkin,1
NULL,NULL,drinking,1
NULL,NULL,drip,1
NULL,NULL,dripping,1
NULL,NULL,driver,31
NULL,NULL,drives,1
drizzle,1,NULL,NULL
drole,1,NULL,NULL
drosky,1,NULL,NULL
NULL,NULL,drought,1
NULL,NULL,drouth,1
NULL,NULL,drowned,3
NULL,NULL,drowning,1
NULL,NULL,drowse,1
drowsiness,1,NULL,NULL
drudge,7,NULL,NULL
drudged,1,NULL,NULL
drudges,1,NULL,NULL
NULL,NULL,drug,2
NULL,NULL,drugged,2
NULL,NULL,drugs,1
NULL,NULL,drunk,3
NULL,NULL,druv,1
NULL,NULL,dual,1
NULL,NULL,duck,3
ducked,1,NULL,NULL
duckies,1,NULL,NULL
NULL,NULL,dudding,1
NULL,NULL,due,10
NULL,NULL,dues,1
dufarge,7,NULL,NULL
NULL,NULL,dulling,1
NULL,NULL,duly,2
dumb,2,NULL,NULL
dumpy,2,NULL,NULL
NULL,NULL,dun,1
dunce,1,NULL,NULL
dungeons,2,NULL,NULL
NULL,NULL,duplicate,1
NULL,NULL,duplicates,1
NULL,NULL,durability,1
NULL,NULL,durham,1
NULL,NULL,dusk,3
dusky,1,NULL,NULL
NULL,NULL,dustiness,1
NULL,NULL,dusty,6
NULL,NULL,dutchman,2
NULL,NULL,dutchmen,1
NULL,NULL,dutiful,1
dwarf,1,NULL,NULL
NULL,NULL,dwell,1
NULL,NULL,dwellers,1
dwelt,1,NULL,NULL
NULL,NULL,dyin,1
NULL,NULL,dying,14
NULL,NULL,dynasties,1
NULL,NULL,ead,3
NULL,NULL,eagle,1
NULL,NULL,eard,1
NULL,NULL,eared,1
NULL,NULL,earliest,1
NULL,NULL,earnest,19
NULL,NULL,earnestly,2
NULL,NULL,earnestness,1
NULL,NULL,earthquake,1
NULL,NULL,earths,1
NULL,NULL,earthwork,1
NULL,NULL,earthy,3
NULL,NULL,ease,10
NULL,NULL,eased,1
NULL,NULL,easiness,1
NULL,NULL,east,30
NULL,NULL,eastern,4
NULL,NULL,eastward,2
eathen,2,NULL,NULL
eathens,2,NULL,NULL
NULL,NULL,eatin,1
NULL,NULL,ebb,2
eccentric,3,NULL,NULL
NULL,NULL,eccentricities,1
NULL,NULL,echo,3
NULL,NULL,echoes,1
NULL,NULL,economy,1
NULL,NULL,ecstasy,1
ed,1,NULL,NULL
NULL,NULL,eddies,1
edged,1,NULL,NULL
NULL,NULL,edges,10
education,3,NULL,NULL
NULL,NULL,effacing,1
NULL,NULL,effected,1
NULL,NULL,effects,4
NULL,NULL,egg,1
NULL,NULL,egoism,1
NULL,NULL,egoist,1
NULL,NULL,egotist,1
NULL,NULL,egotistical,1
eider,1,NULL,NULL
eighth,1,NULL,NULL
ejaculated,6,NULL,NULL
NULL,NULL,ejaculation,1
NULL,NULL,elaborate,1
elaborately,1,NULL,NULL
NULL,NULL,elapsed,2
elated,2,NULL,NULL
elder,5,NULL,NULL
NULL,NULL,electric,3
NULL,NULL,electrical,1
NULL,NULL,electricity,1
elegance,1,NULL,NULL
NULL,NULL,element,1
NULL,NULL,elemental,2
NULL,NULL,elementary,1
NULL,NULL,elements,2
NULL,NULL,elenche,1
NULL,NULL,elephant,5
eliza,2,NULL,NULL
NULL,NULL,ell,1
elle,2,NULL,NULL
NULL,NULL,ellen,1
NULL,NULL,elliot,1
NULL,NULL,elms,1
NULL,NULL,eloquent,1
NULL,NULL,elped,2
NULL,NULL,elude,1
NULL,NULL,emaciated,1
NULL,NULL,emanate,1
NULL,NULL,embarked,1
NULL,NULL,embarrass,1
embarrassing,1,NULL,NULL
NULL,NULL,embarrassment,1
NULL,NULL,emblem,1
NULL,NULL,emblemship,1
NULL,NULL,embodiment,1
NULL,NULL,emboldened,1
NULL,NULL,embrace,1
NULL,NULL,embracing,1
NULL,NULL,embrasure,2
embroidered,3,NULL,NULL
embroidery,2,NULL,NULL
NULL,NULL,embryo,1
NULL,NULL,emerald,1
NULL,NULL,emerged,1
NULL,NULL,emergency,2
emerging,1,NULL,NULL
emily,56,NULL,NULL
NULL,NULL,eminence,1
NULL,NULL,eminently,1
NULL,NULL,emotion,11
NULL,NULL,emotions,1
NULL,NULL,emphasized,1
NULL,NULL,emphatic,1
NULL,NULL,empiric,1
NULL,NULL,empirically,2
NULL,NULL,employed,2
NULL,NULL,employer,3
NULL,NULL,employers,1
NULL,NULL,employment,2
NULL,NULL,empowered,1
NULL,NULL,emptied,1
NULL,NULL,emptiness,2
NULL,NULL,en,3
NULL,NULL,enabled,2
NULL,NULL,enables,1
NULL,NULL,encamped,1
enchanted,2,NULL,NULL
enchanting,1,NULL,NULL
enchantment,1,NULL,NULL
NULL,NULL,enclose,2
NULL,NULL,enclosed,4
enclosing,1,NULL,NULL
NULL,NULL,enclosure,1
NULL,NULL,encompassed,2
NULL,NULL,encourage,1
NULL,NULL,encouraged,2
NULL,NULL,encouragement,1
NULL,NULL,encourages,1
encouraging,1,NULL,NULL
NULL,NULL,endeavor,2
endeavoring,1,NULL,NULL
NULL,NULL,ending,3
NULL,NULL,endless,10
NULL,NULL,endlessly,1
NULL,NULL,endorse,1
NULL,NULL,endorsed,1
NULL,NULL,endorsement,1
NULL,NULL,ends,6
NULL,NULL,endure,3
NULL,NULL,endured,5
NULL,NULL,enduring,1
NULL,NULL,energetically,1
NULL,NULL,energies,2
NULL,NULL,energy,12
NULL,NULL,eneuch,2
NULL,NULL,enforcement,1
NULL,NULL,engage,2
NULL,NULL,engendered,2
NULL,NULL,engine,2
NULL,NULL,engines,1
engraved,1,NULL,NULL
NULL,NULL,engrossed,1
NULL,NULL,engulf,1
NULL,NULL,enhancing,1
NULL,NULL,enigmatical,1
NULL,NULL,enigmatically,1
NULL,NULL,enjealous,1
enjoyable,1,NULL,NULL
NULL,NULL,enjoys,1
NULL,NULL,enkeen,1
enlarged,1,NULL,NULL
NULL,NULL,enlargement,1
NULL,NULL,enlighten,1
NULL,NULL,enlivened,1
NULL,NULL,enoch,3
enormously,1,NULL,NULL
enraged,2,NULL,NULL
enraptured,2,NULL,NULL
NULL,NULL,enriched,1
NULL,NULL,ensure,3
NULL,NULL,entailed,1
NULL,NULL,entente,1
NULL,NULL,entering,11
NULL,NULL,enterprise,2
NULL,NULL,enthrall,1
NULL,NULL,enthusiasm,1
NULL,NULL,enthusiastically,1
NULL,NULL,entitled,1
NULL,NULL,entity,1
NULL,NULL,entrances,1
NULL,NULL,entreat,2
NULL,NULL,entreaty,3
NULL,NULL,entries,1
NULL,NULL,entrusted,1
NULL,NULL,envelope,11
NULL,NULL,enveloped,1
NULL,NULL,enveloping,1
envied,1,NULL,NULL
envious,1,NULL,NULL
NULL,NULL,environment,1
envying,1,NULL,NULL
NULL,NULL,episode,2
NULL,NULL,equality,1
NULL,NULL,equilibrium,1
NULL,NULL,equipment,2
NULL,NULL,equipped,3
er,1,NULL,NULL
erect,1,NULL,NULL
NULL,NULL,erected,2
ermengarde,148,NULL,NULL
ermie,2,NULL,NULL
ermine,3,NULL,NULL
NULL,NULL,err,1
errands,12,NULL,NULL
NULL,NULL,errant,1
NULL,NULL,erred,1
NULL,NULL,error,2
NULL,NULL,errors,1
es,1,NULL,NULL
NULL,NULL,escapade,1
NULL,NULL,escape,23
NULL,NULL,escaping,3
NULL,NULL,esk,4
NULL,NULL,especial,1
NULL,NULL,especially,9
NULL,NULL,essay,1
NULL,NULL,essence,3
est,1,NULL,NULL
established,1,NULL,NULL
NULL,NULL,estate,6
NULL,NULL,esteem,2
NULL,NULL,estimate,1
NULL,NULL,etc,8
NULL,NULL,eternal,2
NULL,NULL,eternity,2
ethelberta,1,NULL,NULL
NULL,NULL,etiquette,2
eton,1,NULL,NULL
NULL,NULL,etymology,1
NULL,NULL,europe,3
eustacia,3,NULL,NULL
NULL,NULL,euthanasia,2
evangeline,1,NULL,NULL
NULL,NULL,eve,2
evenly,1,NULL,NULL
event,2,NULL,NULL
NULL,NULL,eventually,1
everlasting,1,NULL,NULL
evermore,1,NULL,NULL
NULL,NULL,eversfield,1
everythin,1,NULL,NULL
NULL,NULL,everywere,1
NULL,NULL,evidence,13
NULL,NULL,evidences,4
NULL,NULL,evils,2
NULL,NULL,evolution,1
NULL,NULL,exact,9
NULL,NULL,exactness,1
NULL,NULL,exalted,1
NULL,NULL,examination,9
NULL,NULL,examines,1
NULL,NULL,example,4
NULL,NULL,exceeded,1
NULL,NULL,exceeding,2
NULL,NULL,excellant,1
NULL,NULL,excellent,13
NULL,NULL,excellently,1
NULL,NULL,excepted,1
NULL,NULL,exception,1
NULL,NULL,exceptional,2
NULL,NULL,excess,1
NULL,NULL,excessive,1
exchanged,3,NULL,NULL
NULL,NULL,excitable,2
NULL,NULL,excite,4
excitedly,3,NULL,NULL
exclaim,1,NULL,NULL
exclaimed,32,NULL,NULL
exclamations,1,NULL,NULL
NULL,NULL,exclusions,1
NULL,NULL,exclusive,1
NULL,NULL,excoose,2
NULL,NULL,excused,1
NULL,NULL,excusing,1
execution,1,NULL,NULL
NULL,NULL,executors,1
NULL,NULL,exercised,1
exercises,2,NULL,NULL
NULL,NULL,exerted,3
NULL,NULL,exertion,1
NULL,NULL,exertions,2
NULL,NULL,exeter,17
NULL,NULL,exhale,1
NULL,NULL,exhaled,1
NULL,NULL,exhaustion,2
NULL,NULL,exhibit,1
exhibited,1,NULL,NULL
exhibits,1,NULL,NULL
NULL,NULL,exigency,1
NULL,NULL,exist,1
existed,3,NULL,NULL
NULL,NULL,existent,2
NULL,NULL,existing,2
NULL,NULL,exists,1
NULL,NULL,exit,3
NULL,NULL,exodus,1
NULL,NULL,expanse,3
expectant,2,NULL,NULL
NULL,NULL,expectations,1
NULL,NULL,expecting,1
expects,1,NULL,NULL
NULL,NULL,expedition,3
NULL,NULL,expelled,1
expense,2,NULL,NULL
expenses,2,NULL,NULL
expensive,2,NULL,NULL
NULL,NULL,experienced,8
NULL,NULL,experiences,7
NULL,NULL,experiencing,1
NULL,NULL,experiment,2
NULL,NULL,experimental,1
NULL,NULL,experimentally,1
NULL,NULL,experimenting,2
NULL,NULL,experiments,1
explanations,1,NULL,NULL
NULL,NULL,explicit,1
NULL,NULL,explore,2
NULL,NULL,explored,1
NULL,NULL,exploring,1
exponent,2,NULL,NULL
NULL,NULL,expose,1
NULL,NULL,exposed,3
NULL,NULL,expostulate,1
NULL,NULL,exposure,1
NULL,NULL,expressions,1
NULL,NULL,expressive,1
NULL,NULL,exquisitely,1
NULL,NULL,extend,1
NULL,NULL,extending,1
NULL,NULL,external,1
NULL,NULL,extraordinary,9
extravagance,1,NULL,NULL
extravagantly,1,NULL,NULL
NULL,NULL,extreme,2
NULL,NULL,exultantly,1
NULL,NULL,exultation,1
NULL,NULL,exulted,1
NULL,NULL,eyebrows,8
eyeglass,1,NULL,NULL
eyeglasses,3,NULL,NULL
NULL,NULL,eyelids,5
NULL,NULL,eyesight,1
NULL,NULL,eyeteeth,1
NULL,NULL,f,7
NULL,NULL,fable,1
NULL,NULL,fabrics,1
NULL,NULL,fabulous,1
NULL,NULL,fac,1
NULL,NULL,facility,1
NULL,NULL,facto,1
NULL,NULL,factor,1
NULL,NULL,faculties,5
NULL,NULL,faculty,1
NULL,NULL,fads,1
NULL,NULL,failed,4
NULL,NULL,fails,1
NULL,NULL,failure,1
NULL,NULL,fain,2
NULL,NULL,fainted,1
NULL,NULL,fainter,2
NULL,NULL,fainting,3
fairies,1,NULL,NULL
fairy,20,NULL,NULL
fairyland,1,NULL,NULL
NULL,NULL,faith,13
NULL,NULL,faithful,8
NULL,NULL,faithfully,3
NULL,NULL,fakir,2
NULL,NULL,falls,5
falsehoods,2,NULL,NULL
NULL,NULL,falter,3
families,1,NULL,NULL
NULL,NULL,famished,1
NULL,NULL,fancied,2
fanciful,3,NULL,NULL
fancifulness,1,NULL,NULL
NULL,NULL,fangled,2
fans,2,NULL,NULL
fantastic,3,NULL,NULL
NULL,NULL,farewell,4
NULL,NULL,farley,1
NULL,NULL,farmers,1
NULL,NULL,farmhouse,2
NULL,NULL,farmhouses,1
NULL,NULL,farreaching,1
NULL,NULL,farther,1
NULL,NULL,farthest,2
farthing,1,NULL,NULL
fascinated,7,NULL,NULL
NULL,NULL,fascinating,2
NULL,NULL,fascination,4
NULL,NULL,fash,2
NULL,NULL,fashions,1
NULL,NULL,fasten,3
NULL,NULL,fastening,2
NULL,NULL,faster,2
NULL,NULL,fastfalling,1
NULL,NULL,fasting,1
NULL,NULL,fastnesses,1
NULL,NULL,fatal,6
NULL,NULL,fatalities,1
NULL,NULL,fate,6
NULL,NULL,fateful,1
NULL,NULL,fatherland,1
fathers,1,NULL,NULL
NULL,NULL,fathom,1
NULL,NULL,fatigues,1
NULL,NULL,fatted,1
NULL,NULL,fatten,1
fattening,1,NULL,NULL
NULL,NULL,faugh,2
NULL,NULL,faults,1
NULL,NULL,favorable,1
favored,1,NULL,NULL
NULL,NULL,favoring,2
NULL,NULL,favour,3
NULL,NULL,favoured,1
NULL,NULL,fawned,2
NULL,NULL,feared,29
NULL,NULL,fearing,2
NULL,NULL,fearless,1
fearsome,1,NULL,NULL
feast,12,NULL,NULL
feasts,4,NULL,NULL
NULL,NULL,feature,2
featured,1,NULL,NULL
NULL,NULL,features,2
NULL,NULL,feeble,4
NULL,NULL,feebly,1
NULL,NULL,feed,6
NULL,NULL,feedin,1
NULL,NULL,feeding,1
NULL,NULL,feller,1
NULL,NULL,fellows,6
NULL,NULL,fenchurch,2
fender,1,NULL,NULL
NULL,NULL,ferrier,1
NULL,NULL,fervor,2
NULL,NULL,fervour,1
festal,1,NULL,NULL
NULL,NULL,festina,1
festivities,4,NULL,NULL
NULL,NULL,fetch,3
NULL,NULL,fewer,2
NULL,NULL,fez,1
NULL,NULL,fiance,1
NULL,NULL,fiancee,1
NULL,NULL,field,5
NULL,NULL,fiend,2
NULL,NULL,fiends,1
NULL,NULL,fierceness,1
NULL,NULL,fiercer,1
fifth,1,NULL,NULL
NULL,NULL,fightin,1
NULL,NULL,fights,1
figs,1,NULL,NULL
NULL,NULL,file,1
NULL,NULL,filed,1
NULL,NULL,files,1
fillin,3,NULL,NULL
NULL,NULL,film,1
fils,1,NULL,NULL
NULL,NULL,filthy,1
NULL,NULL,finality,1
NULL,NULL,finally,20
NULL,NULL,finance,1
finery,1,NULL,NULL
NULL,NULL,finis,2
NULL,NULL,finishing,2
NULL,NULL,finite,1
NULL,NULL,finland,1
NULL,NULL,fired,3
NULL,NULL,fireflies,1
NULL,NULL,firelight,1
NULL,NULL,firewood,1
NULL,NULL,firing,1
NULL,NULL,firmly,3
firmness,1,NULL,NULL
NULL,NULL,firs,1
NULL,NULL,firstly,1
NULL,NULL,fish,3
fished,1,NULL,NULL
NULL,NULL,fisherman,1
NULL,NULL,fishermen,1
NULL,NULL,fishes,1
fishy,3,NULL,NULL
NULL,NULL,fissures,1
NULL,NULL,fitfully,1
NULL,NULL,fits,4
NULL,NULL,fitter,1
NULL,NULL,fitting,1
NULL,NULL,fixedly,4
NULL,NULL,fixin,1
NULL,NULL,flag,1
NULL,NULL,flagboat,1
NULL,NULL,flagged,3
NULL,NULL,flagging,1
flagon,1,NULL,NULL
NULL,NULL,flags,1
NULL,NULL,flakes,2
NULL,NULL,flame,19
NULL,NULL,flamed,2
flaming,1,NULL,NULL
NULL,NULL,flange,4
flannel,1,NULL,NULL
NULL,NULL,flannels,1
flannin,3,NULL,NULL
NULL,NULL,flap,1
NULL,NULL,flapped,1
NULL,NULL,flapping,11
NULL,NULL,flared,1
NULL,NULL,flask,1
NULL,NULL,flats,1
NULL,NULL,flatter,1
flattered,1,NULL,NULL
flattery,1,NULL,NULL
flavored,1,NULL,NULL
flaxen,1,NULL,NULL
flee,1,NULL,NULL
fleecy,2,NULL,NULL
NULL,NULL,fleet,1
NULL,NULL,fleeting,1
NULL,NULL,flesh,14
NULL,NULL,flick,3
NULL,NULL,flickered,1
NULL,NULL,flickering,3
NULL,NULL,flies,25
flight,5,NULL,NULL
flights,4,NULL,NULL
flighty,1,NULL,NULL
NULL,NULL,flinch,4
flinched,1,NULL,NULL
NULL,NULL,fling,2
NULL,NULL,flirt,1
NULL,NULL,flit,2
NULL,NULL,flitted,3
floated,1,NULL,NULL
flock,1,NULL,NULL
NULL,NULL,flocked,1
NULL,NULL,flogging,1
NULL,NULL,flooding,1
floors,1,NULL,NULL
NULL,NULL,floridas,1
flounced,1,NULL,NULL
NULL,NULL,flour,1
NULL,NULL,flourish,4
NULL,NULL,flower,1
flowery,1,NULL,NULL
NULL,NULL,flowing,1
NULL,NULL,flows,2
fluent,1,NULL,NULL
NULL,NULL,fluffy,1
NULL,NULL,flung,6
NULL,NULL,flurries,3
flushing,1,NULL,NULL
flutter,1,NULL,NULL
fluttered,2,NULL,NULL
NULL,NULL,fluttering,1
flyleaf,1,NULL,NULL
NULL,NULL,foam,5
NULL,NULL,focus,1
NULL,NULL,focussing,1
NULL,NULL,foes,3
foggy,4,NULL,NULL
NULL,NULL,foiled,1
foisted,1,NULL,NULL
NULL,NULL,fold,1
NULL,NULL,folded,5
NULL,NULL,foliage,1
NULL,NULL,folks,3
NULL,NULL,follows,3
fonder,2,NULL,NULL
fondest,1,NULL,NULL
NULL,NULL,fondly,1
NULL,NULL,fooled,1
NULL,NULL,foolhardiness,1
foolishly,1,NULL,NULL
NULL,NULL,fools,3
footed,1,NULL,NULL
footman,1,NULL,NULL
footstep,1,NULL,NULL
NULL,NULL,footsteps,6
footstool,15,NULL,NULL
NULL,NULL,forbade,1
NULL,NULL,forbid,1
NULL,NULL,forbids,2
NULL,NULL,force,11
NULL,NULL,forced,8
NULL,NULL,forceful,2
NULL,NULL,forcemeat,1
NULL,NULL,forces,9
NULL,NULL,fore,2
NULL,NULL,forego,1
NULL,NULL,foreigner,2
NULL,NULL,foreigners,1
NULL,NULL,foreknowledge,1
NULL,NULL,foreland,1
NULL,NULL,foreman,2
NULL,NULL,foremost,2
NULL,NULL,forenoon,1
NULL,NULL,foresee,1
NULL,NULL,foresight,1
NULL,NULL,forestall,1
NULL,NULL,forests,2
NULL,NULL,forethought,2
NULL,NULL,foretold,1
NULL,NULL,forgetful,2
NULL,NULL,forgetfulness,1
forgets,1,NULL,NULL
NULL,NULL,forgits,1
NULL,NULL,forgive,23
NULL,NULL,forgiven,3
NULL,NULL,forked,1
forlorn,9,NULL,NULL
NULL,NULL,formal,4
NULL,NULL,formalities,3
NULL,NULL,formed,7
NULL,NULL,former,8
NULL,NULL,formerly,1
NULL,NULL,forthwith,1
NULL,NULL,fortified,1
NULL,NULL,fortitude,1
fortunate,1,NULL,NULL
fortunes,3,NULL,NULL
forty,1,NULL,NULL
forwardness,1,NULL,NULL
NULL,NULL,forwards,1
NULL,NULL,foul,15
NULL,NULL,fouled,1
NULL,NULL,fouler,1
NULL,NULL,foulness,1
NULL,NULL,fountain,1
fourpence,5,NULL,NULL
fourpenny,2,NULL,NULL
fourteen,1,NULL,NULL
NULL,NULL,fox,5
NULL,NULL,fracture,1
NULL,NULL,frae,2
NULL,NULL,fragments,2
NULL,NULL,frame,1
NULL,NULL,framework,1
NULL,NULL,frank,2
NULL,NULL,frantic,3
NULL,NULL,frantically,1
fray,1,NULL,NULL
NULL,NULL,frayed,1
NULL,NULL,freely,13
NULL,NULL,freer,3
NULL,NULL,frees,1
NULL,NULL,freight,1
frenchman,1,NULL,NULL
NULL,NULL,frenchmen,1
frenchwoman,2,NULL,NULL
NULL,NULL,frenzied,2
NULL,NULL,frequent,4
NULL,NULL,frequented,1
frere,1,NULL,NULL
NULL,NULL,fresco,1
NULL,NULL,freshen,1
NULL,NULL,fresher,1
NULL,NULL,freshly,1
freshness,1,NULL,NULL
NULL,NULL,fret,4
NULL,NULL,frets,2
NULL,NULL,fretting,1
NULL,NULL,friday,1
friendless,2,NULL,NULL
NULL,NULL,friendships,1
NULL,NULL,frightens,1
frightfully,1,NULL,NULL
frilled,1,NULL,NULL
frills,3,NULL,NULL
NULL,NULL,frisked,2
frocks,8,NULL,NULL
NULL,NULL,frontier,6
NULL,NULL,frontiers,1
frosted,1,NULL,NULL
NULL,NULL,frown,2
NULL,NULL,frowning,4
NULL,NULL,froze,1
NULL,NULL,fruit,1
fruits,1,NULL,NULL
NULL,NULL,frustrate,3
frustrated,1,NULL,NULL
NULL,NULL,fulcrum,2
NULL,NULL,fulfilled,1
NULL,NULL,fulfillment,1
NULL,NULL,fulfilment,1
NULL,NULL,fuller,1
NULL,NULL,fumbled,1
NULL,NULL,fumbling,2
NULL,NULL,fume,1
NULL,NULL,functal,1
NULL,NULL,functional,1
NULL,NULL,fundu,5
NULL,NULL,funeral,12
NULL,NULL,furiously,1
NULL,NULL,furnace,3
NULL,NULL,furtherer,1
NULL,NULL,furthest,1
NULL,NULL,fury,11
NULL,NULL,furze,1
NULL,NULL,fused,1
fuss,3,NULL,NULL
NULL,NULL,fust,2
futures,1,NULL,NULL
NULL,NULL,gable,1
NULL,NULL,gabriel,1
NULL,NULL,gaiety,5
NULL,NULL,gaily,1
NULL,NULL,gaining,1
gains,1,NULL,NULL
NULL,NULL,gala,1
NULL,NULL,galatz,18
NULL,NULL,gale,1
NULL,NULL,gallant,3
NULL,NULL,galleries,1
gallery,3,NULL,NULL
NULL,NULL,galley,1
NULL,NULL,gallop,1
NULL,NULL,gallopin,1
NULL,NULL,galloping,1
NULL,NULL,gals,1
NULL,NULL,gambolling,1
NULL,NULL,game,7
NULL,NULL,gang,2
NULL,NULL,gangplank,2
NULL,NULL,gangrene,1
NULL,NULL,gaol,1
NULL,NULL,gap,3
NULL,NULL,gaps,1
NULL,NULL,garb,1
NULL,NULL,gard,2
NULL,NULL,gardens,3
NULL,NULL,garding,1
NULL,NULL,gardings,1
NULL,NULL,garlanded,1
garlands,3,NULL,NULL
NULL,NULL,garlic,21
NULL,NULL,garment,1
garret,7,NULL,NULL
NULL,NULL,gases,1
NULL,NULL,gash,1
NULL,NULL,gaslight,2
NULL,NULL,gasping,1
NULL,NULL,gasps,3
NULL,NULL,gat,1
NULL,NULL,gate,10
NULL,NULL,gatekeeper,1
NULL,NULL,gates,2
NULL,NULL,gateway,3
NULL,NULL,gathering,5
NULL,NULL,gaunt,1
gauze,2,NULL,NULL
NULL,NULL,gawm,1
gaze,4,NULL,NULL
NULL,NULL,gazette,9
NULL,NULL,gear,1
geese,1,NULL,NULL
gems,1,NULL,NULL
NULL,NULL,general,14
NULL,NULL,generated,1
NULL,NULL,generations,1
generosity,2,NULL,NULL
generously,1,NULL,NULL
NULL,NULL,genial,2
NULL,NULL,geniality,1
NULL,NULL,genially,1
NULL,NULL,gent,2
NULL,NULL,gentlemen,2
NULL,NULL,gentleness,1
NULL,NULL,gents,1
NULL,NULL,genuine,1
NULL,NULL,genuinely,1
NULL,NULL,geologic,1
NULL,NULL,geology,1
NULL,NULL,geordie,3
NULL,NULL,george,3
NULL,NULL,germany,2
gertrude,1,NULL,NULL
gestures,1,NULL,NULL
NULL,NULL,gettin,1
NULL,NULL,ghastly,16
NULL,NULL,ghoorka,1
NULL,NULL,ghostly,7
NULL,NULL,giant,3
NULL,NULL,gibraltar,2
NULL,NULL,gifted,1
giggle,1,NULL,NULL
giggled,4,NULL,NULL
giggling,2,NULL,NULL
NULL,NULL,gin,1
NULL,NULL,gipsies,2
NULL,NULL,gipsy,1
NULL,NULL,git,1
giver,3,NULL,NULL
NULL,NULL,gives,5
NULL,NULL,giveth,1
NULL,NULL,gla,1
NULL,NULL,gladdened,2
NULL,NULL,gladder,1
NULL,NULL,gladly,4
NULL,NULL,gladness,8
NULL,NULL,gladsome,1
gladys,4,NULL,NULL
glancing,3,NULL,NULL
NULL,NULL,glare,2
NULL,NULL,glasses,8
NULL,NULL,glassiness,1
NULL,NULL,gleams,3
NULL,NULL,glean,1
NULL,NULL,glee,1
glimpses,2,NULL,NULL
NULL,NULL,glinted,1
NULL,NULL,glistened,1
NULL,NULL,glitter,1
NULL,NULL,gloating,2
